Stop ID,Stop Name,Stop Latitude,Stop Longitude
69,Bis. Lipovenească,47.15262542,27.58689803
70,C.T.P. - Secția nr. 1,47.15397,27.6028
71,Sala Polivalentă,47.15384709,27.58717431
72,Podu Roș (3),47.14976214,27.58595917
73,Pod Nicolina,47.14271786,27.58029878
74,Tudor Neculai,47.13921645,27.57835022
75,Biserica Înălțarea Domnului,47.12851136,27.56866807
76,Tehnopolis,47.12509431,27.5672372
77,Carrefour ERA,47.16739,27.51385
78,Brico Depot ERA,47.17006382,27.51283866
79,Popas Păcurari,47.1724089,27.52018607
80,Ideo,47.17258089,27.52364856
81,Pasaj Nicolina,47.14473479,27.58132206
82,Spitalul de Recuperare,47.15002883,27.57455355
83,Mircea cel Bătrân,47.15608732,27.57042393
84,Piața Alexandru cel Bun,47.16026999,27.57072184
85,Piața Alexandru cel Bun II,47.16196497,27.56960285
86,Minerva,47.16329843,27.56461304
87,Zimbru,47.16667032,27.55548744
88,Bicaz,47.16679,27.55001
89,Columnei,47.16664993,27.54444591
90,Dacia,47.16882472,27.5408178
91,Familial,47.1618644,27.56712555
92,C.E.T.,47.14796,27.60216
93,Piața Ing. Virgil Săhleanu,47.14560146,27.61883766
94,C.F.S. II,47.14794008,27.62023163
95,Blocuri Metalurgie,47.1529303,27.62208143
96,Tătărași Nord,47.16136752,27.60901943
97,Aeroport,47.17652997,27.61748512
98,Țuțora,47.14334593,27.64348871
99,Tehnoton,47.14327515,27.63578121
100,Fabrica de Ulei,47.14406312,27.62969582
101,Breazu,47.2095358,27.53157064
102,Stațiunea Viticolă,47.20277829,27.534626
103,Seminarul Teologic,47.20091668,27.53771906
104,Moldomobila,47.14484941,27.60635197
105,Liceul de Construcții,47.1430695,27.60253275
106,Somaco,47.14346916,27.6500505
107,Boromir,47.14185697,27.65831378
108,Caretta,47.13848954,27.66699587
109,Vinia,47.13596595,27.67333853
110,Twinkle Star,47.16455063,27.56568241
111,Policlinica Recuperare,47.15185347,27.57244495
112,Frumoasa,47.13951014,27.58520344
113,Clopotari,47.13640522,27.58158378
114,Piața C.U.G.,47.13477417,27.57737842
115,Piața Dacia,47.16945389,27.54981038
116,Spitalul Sf. Maria,47.16012,27.60947
117,Cimitirul Evreiesc,47.17470124,27.54422338
118,Gara Socola,47.13839593,27.60625206
119,Rond Țuțora,47.14342,27.64338
120,Școala Ion Ghica,47.15211436,27.59860017
121,Vamă,47.14709112,27.582039
122,Liceul Agricol,47.19862824,27.5448744
123,Liceul Pedagogic,47.19969782,27.54175231
124,Muzeul Mihail Sadoveanu,47.1959979,27.55414613
125,Piața Sf. Anton de Padova,47.16815216,27.5583883
126,Str. Podgoriilor,47.19733955,27.55084366
127,Antibiotice,47.17734056,27.48900063
128,Str. 1 Decembrie V.Lupului,47.17386523,27.50669785
129,Troița V.Lupului,47.17519509,27.4988383
130,Str. Conductelor,47.16453204,27.59615153
131,Cimitirul Sf. Petru și Pavel,47.17306523,27.59897254
132,Telegondola 1,47.17849415,27.59806998
133,Telegondola 2,47.18108487,27.60285035
134,Ciric,47.17679,27.60734
135,Spital Pascanu,47.16752,27.60001
136,Sfântul Lazăr,47.1556,27.59036
137,Spital Pașcanu,47.16712,27.59835
138,Complex Roua Residence,47.18019,27.59798
139,Str. Locotenent Popovici,47.15714,27.62734
140,Str. Aviației,47.15897,27.63014
141,Str. Moților,47.16057,27.63022
142,Str. Mistrețului,47.16216,27.63048
143,Str. Aeroportului,47.161989,27.62645
144,Str. A. Obreja,47.1602,27.62661
145,Sos. Voinești,47.144513,27.568845
146,Centrul Maternal Maternus,47.147969,27.561951
147,Complex Sun City,47.145841,27.549494
148,Str. Viilor,47.145117,27.539313
149,Blocuri Șorogari,47.197727,27.577273
150,Str. Moara de Vânt,47.17583,27.59816
151,Piata Independentei,47.1691,27.57802
152,Complex Class Residence,47.14691,27.556
153,Garaj,47.1522,27.60333
154,Depou D,47.17102,27.53593
155,Depou G,47.16406,27.57268
156,Colegiul Economic Administrativ,47.166642,27.589745
157,Str. Mihai Eminescu,47.168997,27.588197
158,Str. Nicolae Bălcescu,47.172812,27.583941
159,Bojdeuca Ion Creangă,47.174474,27.581932
160,Centrul Rezidențial pentru Mame și Copii,47.176618,27.579182
161,Str. Lascăr Catargi,47.178781,27.575445
162,Str. Mihai Costăchescu,47.18311,27.570283
163,Exclusive Residence,47.186037,27.567398
164,Târgușor Copou,47.188241,27.565273
165,Str. Caprelor,47.192518,27.562622
166,Str. Ursulea,47.203416,27.552342
167,Pod Cacaina,47.2036,27.55791
168,Bd. Chimiei (staţie temporară),47.15089,27.6329
169,Citadin,47.15943,27.60053
170,Pod Sf. Ioan,47.15218,27.64165
171,Bulevardul C.A.Rosetti,47.17494,27.58808
172,Pod Aroneanu,47.19349,27.59698
173,Str Mihai Eminescu,47.16908,27.58808
174,Str. Nicolaie Balcescu,47.17291,27.58379
175,Bojdeuca Ion Creanga,47.17453,27.58194
176,Centrul Rezidential pentru Mame si Copii,47.1767,27.57895
177,Str Lascar Catargi,47.17879,27.57542
178,Carolina - Vanatori,47.2213,27.54691
179,Str. Firmelor - Holboca,47.14983,27.67705
180,Calea Tomesti - Holboca,47.14833,27.6865
181,Str. Cornelia Emilian,47.10725,27.63904
182,Str. Boiangiu,47.09972,27.64959
183,Str. Theodor Rosetti,47.09431,27.65107
184,Motel Bucium,47.09067,27.65008
185,Pod de Fier,47.16712735,27.59440362
186,Str Albinet,47.1756061,27.58767664
187,Troita Sorogari,47.19334,27.59584
188,Zen Residence,47.12977,27.60581
189,Str. Visan,47.12516,27.60194
190,Podu Ros,47.15204,27.58637
191,Podu Ros (4),47.15205,27.58635
